content_id,content_name,content_type_id,subcat_slug,slug,url
5001099,dailydose_news,61,heart-disease,heart-disease,/dailydose/2013/11/12/some_healthy_vegetable_oils_may_increase_heart_risk/
5001100,dailydose_news,61,cholesterol,cholesterol,/dailydose/2013/11/13/many_more_americans_may_need_to_take_cholesterol_drugs/
5001101,dailydose_news,61,alzheimers,alzheimers,/dailydose/2013/11/13/new_test_could_detect_early_stage_dementia/
5001102,dailydose_news,61,NULL,NULL,/dailydose/2013/11/13/brain_processes_different_fears_in_different_ways/
5001103,dailydose_news,61,NULL,NULL,/dailydose/2013/11/14/your_brain_sees_things_you_don_t/
5001104,dailydose_news,61,alzheimers,alzheimers,/dailydose/2013/11/14/eye_cells_may_help_diagnose_alzheimer_s/
5001105,dailydose_news,61,NULL,NULL,/dailydose/2013/11/14/surgeons_emotionally_affected_by_or_complications/
5001106,dailydose_news,61,NULL,NULL,/dailydose/2013/11/15/crispy_fries_may_be_linked_to_cancer/
5001107,dailydose_news,61,NULL,NULL,/dailydose/2013/11/15/link_found_between_social_skills_and_brain_structure/
5001108,dailydose_news,61,NULL,NULL,/dailydose/2013/11/15/where_someone_drowns_determines_if_they_ll_survive/
5001109,dailydose_news,61,NULL,NULL,/dailydose/2013/11/18/spearmint_and_rosemary_may_boost_memory/
5001110,dailydose_news,61,NULL,NULL,/dailydose/2013/11/18/mini_kidneys_created_from_human_stem_cells/
5001111,dailydose_news,61,NULL,NULL,/dailydose/2013/11/18/brain_stimulation_may_help_treat_bulimia/
5001119,dailydose_news,61,obesity,obesity,/dailydose/2013/11/19/teen_obesity_linked_to_serious_adult_health_problems/
5001120,dailydose_news,61,NULL,NULL,/dailydose/2013/11/19/why_men_s_noses_are_bigger_than_women_s/
5001121,dailydose_news,61,NULL,NULL,/dailydose/2013/11/19/promiscuous_mouse_moms_bear_sexier_sons/
5001122,dailydose_news,61,diet-exercise,diet-exercise,/dailydose/2013/11/20/kids_are_slower_runners_than_parents_were/
5001123,dailydose_news,61,erectile-dysfunction,erectile-dysfunction,/dailydose/2013/11/20/male_sexual_problems_linked_to_low_prolactin/
5001124,dailydose_news,61,heart-disease,heart-disease,/dailydose/2013/11/20/blood_test_can_help_predict_life_expectancy/
5001125,dailydose_news,61,NULL,NULL,/dailydose/2013/11/21/concussion_damage_lasts_for_months/
5001126,dailydose_news,61,heart-disease,heart-disease,/dailydose/2013/11/21/daily_nuts_linked_to_longer_life/
5001127,dailydose_news,61,NULL,NULL,/dailydose/2013/11/21/mid_life_economic_problems_tied_to_cognitive_decline/
5001128,dailydose_news,61,NULL,NULL,/dailydose/2013/11/22/obesity_may_change_sense_of_taste/
5001129,dailydose_news,61,NULL,NULL,/dailydose/2013/11/22/dreading_pain_can_be_worse_than_pain_itself/
5001130,dailydose_news,61,NULL,NULL,/dailydose/2013/11/22/painkillers_could_lessen_marijuana_side_effects/
5001134,dailydose_news,61,NULL,NULL,/dailydose/2013/11/25/scientists_find_brain_region_that_helps_make_up_your_mind/
5001135,dailydose_news,61,NULL,NULL,/dailydose/2013/11/25/sugary_drinks_may_boost_uterine_cancer_risk/
5001136,dailydose_news,61,NULL,NULL,/dailydose/2013/11/25/inflammation_protein_linked_to_obesity_in_women/
5001141,dailydose_news,61,sexual-health,sexual-health,/dailydose/2013/11/26/men_and_women_have_different_regrets_about_sex/
5001142,dailydose_news,61,alzheimers,alzheimers,/dailydose/2013/11/26/clues_to_alzheimer_s_risk_seen_in_babies_brains/
5001143,dailydose_news,61,diet-exercise,diet-exercise,/dailydose/2013/11/26/fda_says_dna_testing_firm_misleads_consumers/
5001144,dailydose_news,61,sexual-health,sexual-health,/dailydose/2013/11/27/oxytocin_may_strengthen_monogamy_in_men/
5001145,dailydose_news,61,NULL,NULL,/dailydose/2013/11/27/digital_simulator_recreates_taste_sensations_on_tongue/
5001146,dailydose_news,61,sexual-health,sexual-health,/dailydose/2013/11/27/morning_after_pill_less_effective_for_heavier_women/
5001147,dailydose_news,61,NULL,NULL,/dailydose/2013/11/29/cholesterol_fuels_breast_cancer/
5001148,dailydose_news,61,NULL,NULL,/dailydose/2013/11/29/newlyweds_can_have_conflicting_gut_feelings_about_mates/
5001149,dailydose_news,61,NULL,NULL,/dailydose/2013/11/29/mediterranean_diet_without_breakfast_may_be_better_for_diabetics/
5001150,dailydose_news,61,NULL,NULL,/dailydose/2013/12/2/implants_increase_weight_loss_in_mice/
5001151,dailydose_news,61,NULL,NULL,/dailydose/2013/12/2/energy_drinks_can_change_heartbeat/
5001152,dailydose_news,61,NULL,NULL,/dailydose/2013/12/2/nanoparticles_show_potential_as_pills_of_the_future/
5001160,dailydose_news,61,sexual-health,sexual-health,/dailydose/2013/12/3/men_s_and_women_s_brains_wired_differently/
5001161,dailydose_news,61,NULL,NULL,/dailydose/2013/12/3/new_blood_test_can_detect_risk_of_infection/
5001162,dailydose_news,61,obesity,obesity,/dailydose/2013/12/3/study_says_you_can_t_be_obese_and_healthy/
5001163,dailydose_news,61,NULL,NULL,/dailydose/2013/12/4/low_vitamin_d_levels_may_damage_brain/
5001164,dailydose_news,61,high-blood-pressure,high-blood-pressure,/dailydose/2013/12/4/many_patients_have_trouble_identifying_meds/
5001165,dailydose_news,61,NULL,NULL,/dailydose/2013/12/4/musical_training_has_positive_effect_on_brain/
5001166,dailydose_news,61,NULL,NULL,/dailydose/2013/12/5/new_candy_fights_cavities/
5001167,dailydose_news,61,sexual-health,sexual-health,/dailydose/2013/12/5/male_contraceptive_pill_possible_in_10_years/
5001168,dailydose_news,61,alzheimers,alzheimers,/dailydose/2013/12/5/dementia_cases_expected_to_triple_worldwide/
5001169,dailydose_news,61,NULL,NULL,/dailydose/2013/12/6/healthy_diet_costs_550_more_a_year/
5001170,dailydose_news,61,NULL,NULL,/dailydose/2013/12/6/smart_bra_would_track_emotional_eating/
5001171,dailydose_news,61,NULL,NULL,/dailydose/2013/12/6/vitamin_d_supplements_may_not_help_prevent_disease/
5001172,dailydose_news,61,NULL,NULL,/dailydose/2013/12/9/scientists_say_stomach_follows_circadian_rhythms/
5001173,dailydose_news,61,NULL,NULL,/dailydose/2013/12/9/baby_high_chair_injuries_on_the_rise/
5001174,dailydose_news,61,NULL,NULL,/dailydose/2013/12/9/parental_stress_linked_to_obesity_in_children/
5001182,dailydose_news,61,diabetes,diabetes,/dailydose/2013/12/10/wii_games_help_control_diabetes/
5001183,dailydose_news,61,anxiety,anxiety,/dailydose/2013/12/10/meditation_found_to_speed_up_stress_recovery/
5001184,dailydose_news,61,anxiety,anxiety,/dailydose/2013/12/10/cell_phone_use_linked_to_lower_grades_anxiety/
5001185,dailydose_news,61,alzheimers,alzheimers,/dailydose/2013/12/11/taking_pictures_may_impair_memories/
5001186,dailydose_news,61,diet-exercise,diet-exercise,/dailydose/2013/12/11/you_are_what_your_father_eats/
5001187,dailydose_news,61,alzheimers,alzheimers,/dailydose/2013/12/11/scientists_study_diabetes_pill_s_effect_on_slowing_alzheimer_s/
5001188,dailydose_news,61,NULL,NULL,/dailydose/2013/12/12/nature_beats_nurture_in_determining_test_scores/
5001189,dailydose_news,61,NULL,NULL,/dailydose/2013/12/12/hits_to_the_head_change_brain_s_white_matter/
5001190,dailydose_news,61,breast-cancer,breast-cancer,/dailydose/2013/12/12/older_breast_cancer_survivors_benefit_from_exercise/
5001191,dailydose_news,61,NULL,NULL,/dailydose/2013/12/13/breast_cancer_drug_halves_cases_in_high_risk_women/
5001192,dailydose_news,61,NULL,NULL,/dailydose/2013/12/13/doctors_say_james_bond_was_an_impotent_drunk/
5001193,dailydose_news,61,NULL,NULL,/dailydose/2013/12/13/young_women_need_more_encouragement_to_eat_healthy/
5001194,dailydose_news,61,NULL,NULL,/dailydose/2013/12/16/sleep_deprivation_linked_to_diabetes/
5001195,dailydose_news,61,NULL,NULL,/dailydose/2013/12/16/virus_may_cause_people_to_gain_weight/
5001196,dailydose_news,61,NULL,NULL,/dailydose/2013/12/16/brain_stimulation_could_enhance_self_control/
5001204,dailydose_news,61,cold-flu,cold-flu,/dailydose/2013/12/17/fda_says_anti_bacterial_soaps_may_pose_health_risks/
5001205,dailydose_news,61,migraine,migraine,/dailydose/2013/12/17/first_device_to_treat_migraine_approved/
5001206,dailydose_news,61,obesity,obesity,/dailydose/2013/12/17/study_suggests_ear_acupuncture_could_boost_weight_loss/
5001207,dailydose_news,61,NULL,NULL,/dailydose/2013/12/18/studies_say_multivitamins_don_t_prevent_disease/
5001208,dailydose_news,61,NULL,NULL,/dailydose/2013/12/18/scientists_print_new_eye_cells/
5001209,dailydose_news,61,diet-exercise,diet-exercise,/dailydose/2013/12/18/older_women_spend_10_hours_a_day_sedentary/
5001210,dailydose_news,61,heart-disease,heart-disease,/dailydose/2013/12/19/apple_a_day_may_reduce_heart_attacks_strokes/
5001211,dailydose_news,61,schizophrenia,schizophrenia,/dailydose/2013/12/19/marijuana_use_linked_to_brain_changes/
5001212,dailydose_news,61,NULL,NULL,/dailydose/2013/12/19/brains_hardwired_to_accept_celebrities_health_advice/
5001213,dailydose_news,61,NULL,NULL,/dailydose/2013/12/20/scientists_reverse_muscle_aging_in_mice/
5001214,dailydose_news,61,NULL,NULL,/dailydose/2013/12/20/brain_connections_may_explain_why_girls_mature_faster/
5001215,dailydose_news,61,NULL,NULL,/dailydose/2013/12/20/impulsive_anger_linked_to_inflammation/
5001216,dailydose_news,61,NULL,NULL,/dailydose/2013/12/23/new_discoveries_could_lead_to_hair_regrowth/
5001217,dailydose_news,61,NULL,NULL,/dailydose/2013/12/23/dogs_in_house_protect_against_asthma_infection/
5001218,dailydose_news,61,NULL,NULL,/dailydose/2013/12/23/stroke_risk_increases_with_high_levels_of_anxiety/
5001225,dailydose_news,61,NULL,NULL,/dailydose/2013/12/24/tomato_rich_diet_may_lower_breast_cancer_risk/
5001226,dailydose_news,61,NULL,NULL,/dailydose/2013/12/24/researchers_devise_method_to_create_insulin_pill/
5001227,dailydose_news,61,NULL,NULL,/dailydose/2013/12/24/flu_vaccine_may_work_better_in_women/
5001228,dailydose_news,61,osteoarthritis,osteoarthritis,/dailydose/2013/12/26/scientists_say_common_knee_surgery_is_ineffective/
5001229,dailydose_news,61,rheumatoid-arthritis,rheumatoid-arthritis,/dailydose/2013/12/26/researchers_find_genetic_clues_for_arthritis/
5001230,dailydose_news,61,allergy,allergy,/dailydose/2013/12/26/peanuts_during_pregnancy_lowers_baby_s_allergy_risk/
5001231,dailydose_news,61,obesity,obesity,/dailydose/2013/12/27/weight_loss_mouth_spray_shows_potential/
5001232,dailydose_news,61,anxiety,anxiety,/dailydose/2013/12/27/mid_life_job_stress_linked_to_later_health_problems/
5001233,dailydose_news,61,breast-cancer,breast-cancer,/dailydose/2013/12/27/acupuncture_eases_cancer_drugs_side_effects_in_study/
5001240,dailydose_news,61,alzheimers,alzheimers,/dailydose/2013/12/30/study_links_concussions_and_alzheimer_s/
5001241,dailydose_news,61,NULL,NULL,/dailydose/2013/12/30/reading_a_novel_can_change_your_brain/
5001242,dailydose_news,61,diet-exercise,diet-exercise,/dailydose/2013/12/30/uv_light_increases_vitamin_d_in_mushrooms/
5001243,dailydose_news,61,NULL,NULL,/dailydose/2013/12/31/high_cholesterol_tied_to_cognitive_decline/
5001244,dailydose_news,61,NULL,NULL,/dailydose/2013/12/31/slow_eating_may_reduce_hunger_but_not_calorie_intake/
5001245,dailydose_news,61,NULL,NULL,/dailydose/2013/12/31/rates_of_hypertension_remain_high_in_southeast_us/
5001246,dailydose_news,61,NULL,NULL,/dailydose/2014/1/2/vitamin_e_may_delay_alzheimer_s/
5001247,dailydose_news,61,NULL,NULL,/dailydose/2014/1/2/food_choices_affected_by_what_others_eat/
5001248,dailydose_news,61,NULL,NULL,/dailydose/2014/1/2/young_adults_may_damage_dna_with_alcohol_consumption/
5001249,dailydose_news,61,high-blood-pressure,high-blood-pressure,/dailydose/2014/1/3/high_blood_pressure_in_women_more_dangerous_than_in_men/
5001250,dailydose_news,61,sleep-disorders,sleep-disorders,/dailydose/2014/1/3/lack_of_sleep_can_cause_brain_damage/
5001251,dailydose_news,61,NULL,NULL,/dailydose/2014/1/3/scientists_look_to_turn_off_aging_genes/
5001255,dailydose_news,61,NULL,NULL,/dailydose/2014/1/6/brutal_cold_short_days_raise_risk_of_depression/
5001256,dailydose_news,61,NULL,NULL,/dailydose/2014/1/6/changing_diet_may_reduce_asthma_symptoms/
5001257,dailydose_news,61,NULL,NULL,/dailydose/2014/1/6/teenagers_most_at_risk_of_distracted_driving_crashes/
5001262,dailydose_news,61,breast-cancer,breast-cancer,/dailydose/2014/1/7/sticky_balls_treatment_may_keep_cancer_from_spreading/
5001263,dailydose_news,61,obesity,obesity,/dailydose/2014/1/7/failure_of_brown_fat_tied_to_age_related_weight_gain/
5001264,dailydose_news,61,anxiety,anxiety,/dailydose/2014/1/7/meditation_found_to_relieve_anxiety_and_depression/
5001265,dailydose_news,61,copd,copd,/dailydose/2014/1/8/8_million_lives_saved_since_warning_on_smoking/
5001266,dailydose_news,61,diabetes,diabetes,/dailydose/2014/1/8/mediterranean_diet_reduces_diabetes_risk/
5001267,dailydose_news,61,heart-disease,heart-disease,/dailydose/2014/1/8/teenage_fitness_lowers_chance_of_heart_attack_later/
5001268,dailydose_news,61,heart-disease,heart-disease,/dailydose/2014/1/9/new_glue_can_repair_heart_wounds/
5001269,dailydose_news,61,NULL,NULL,/dailydose/2014/1/9/cdc_says_38_million_americans_drink_too_much/
5001270,dailydose_news,61,sexual-health,sexual-health,/dailydose/2014/1/9/heat_maps_find_cervical_cancer/
5001271,dailydose_news,61,NULL,NULL,/dailydose/2014/1/10/new_tests_could_predict_heart_attacks/
5001272,dailydose_news,61,NULL,NULL,/dailydose/2014/1/10/avocados_may_help_weight_management/
5001273,dailydose_news,61,NULL,NULL,/dailydose/2014/1/10/hot_tubs_can_spread_disease_in_winter/
5001274,dailydose_news,61,NULL,NULL,/dailydose/2014/1/13/caffeine_pill_could_boost_long_term_memory/
5001275,dailydose_news,61,NULL,NULL,/dailydose/2014/1/13/ultrasound_directed_at_brain_can_enhance_perception/
5001276,dailydose_news,61,NULL,NULL,/dailydose/2014/1/13/dementia_patients_benefit_from_intensive_exercise/
5001284,dailydose_news,61,alzheimers,alzheimers,/dailydose/2014/1/14/test_at_home_could_detect_early_alzheimer_s/
5001285,dailydose_news,61,sexual-health,sexual-health,/dailydose/2014/1/14/women_receive_womb_transplants/
5001286,dailydose_news,61,depression,depression,/dailydose/2014/1/14/boys_who_think_they_re_skinny_have_higher_depression_risk/
5001287,dailydose_news,61,NULL,NULL,/dailydose/2014/1/15/sensitivity_to_pain_may_depend_on_your_brain_structure/
5001288,dailydose_news,61,diabetes,diabetes,/dailydose/2014/1/15/women_who_pump_iron_cut_diabetes_risk/
5001289,dailydose_news,61,multiple-sclerosis,multiple-sclerosis,/dailydose/2014/1/15/ms_patients_may_face_higher_chance_of_cancer/
5001290,dailydose_news,61,NULL,NULL,/dailydose/2014/1/16/moving_more_sitting_less_improves_quality_of_life/
5001291,dailydose_news,61,bipolar,bipolar,/dailydose/2014/1/16/comedians_have_high_levels_of_psychotic_traits/
5001292,dailydose_news,61,NULL,NULL,/dailydose/2014/1/16/even_drinking_legal_limit_impairs_vision_by_30_percent/
5001293,dailydose_news,61,NULL,NULL,/dailydose/2014/1/17/brain_can_classify_images_seen_for_only_13_milliseconds/
5001294,dailydose_news,61,NULL,NULL,/dailydose/2014/1/17/by_thickening_brain_cortex_spirituality_lowers_depression_risk/
5001295,dailydose_news,61,NULL,NULL,/dailydose/2014/1/17/changing_gut_bacteria_may_be_key_to_longer_life/
5001296,dailydose_news,61,NULL,NULL,/dailydose/2014/1/20/obama_plays_down_marijuana_risks/
5001297,dailydose_news,61,NULL,NULL,/dailydose/2014/1/20/high_fiber_diet_protects_against_colon_cancer/
5001298,dailydose_news,61,NULL,NULL,/dailydose/2014/1/20/google_unveils_smart_contact_lens_for_diabetics/
5001306,dailydose_news,61,NULL,NULL,/dailydose/2014/1/21/chocolate_wine_and_berries_may_reduce_diabetes_risk/
5001307,dailydose_news,61,NULL,NULL,/dailydose/2014/1/21/night_shift_work_can_do_long_term_health_damage/
5001308,dailydose_news,61,NULL,NULL,/dailydose/2014/1/21/sunlight_may_help_lower_blood_pressure/
5001309,dailydose_news,61,heart-disease,heart-disease,/dailydose/2014/1/22/moving_more_sitting_less_cuts_heart_failure_risk/
5001310,dailydose_news,61,migraine,migraine,/dailydose/2014/1/22/magnetic_stimulation_helps_fight_migraines/
5001311,dailydose_news,61,breast-cancer,breast-cancer,/dailydose/2014/1/22/high_levels_of_folic_acid_promote_breast_cancer_in_rats/
5001312,dailydose_news,61,alzheimers,alzheimers,/dailydose/2014/1/23/omega_3s_can_increase_volume_of_aging_brains/
5001313,dailydose_news,61,NULL,NULL,/dailydose/2014/1/23/nighttime_smartphone_use_drains_workers_energy/
5001314,dailydose_news,61,anxiety,anxiety,/dailydose/2014/1/23/high_oxytocin_levels_can_trigger_oversensitivity_to_emotions_of_others/
5001315,dailydose_news,61,diet-exercise,diet-exercise,/dailydose/2014/1/24/study_questions_value_of_vitamin_d_supplements/
5001316,dailydose_news,61,cold-flu,cold-flu,/dailydose/2014/1/24/are_stethoscopes_becoming_extinct/
5001317,dailydose_news,61,menopause,menopause,/dailydose/2014/1/24/hearing_loss_linked_to_faster_brain_shrinkage/
5001321,dailydose_news,61,NULL,NULL,/dailydose/2014/1/27/scientists_find_neuron_that_controls_how_much_we_eat/
5001322,dailydose_news,61,NULL,NULL,/dailydose/2014/1/27/study_finds_men_are_more_forgetful_than_women/
5001323,dailydose_news,61,NULL,NULL,/dailydose/2014/1/27/fast_eye_movements_linked_to_impulsive_decisions/
5001328,dailydose_news,61,sleep-disorders,sleep-disorders,/dailydose/2014/1/28/disrupted_sleep_speeds_up_cancer/
5001329,dailydose_news,61,NULL,NULL,/dailydose/2014/1/28/gun_injuries_hospitalize_20_u_s_children_a_day/
5001330,dailydose_news,61,alzheimers,alzheimers,/dailydose/2014/1/28/pesticide_linked_to_alzheimer_s/
5001331,dailydose_news,61,skin-cancer,skin-cancer,/dailydose/2014/1/29/alcohol_could_raise_risk_of_skin_cancer/
5001332,dailydose_news,61,multiple-sclerosis,multiple-sclerosis,/dailydose/2014/1/29/toxin_in_food_bacteria_may_trigger_ms/
5001333,dailydose_news,61,breast-cancer,breast-cancer,/dailydose/2014/1/29/breast_cancer_survivors_benefit_from_yoga/
5001334,dailydose_news,61,NULL,NULL,/dailydose/2014/1/30/hair_generating_stem_cell_raises_baldness_cure_hope/
5001335,dailydose_news,61,adhd,adhd,/dailydose/2014/1/30/vitamins_may_help_fight_adhd/
5001336,dailydose_news,61,alzheimers,alzheimers,/dailydose/2014/1/30/diabetes_high_estrogen_increases_dementia_risk/
5001337,dailydose_news,61,NULL,NULL,/dailydose/2014/1/31/scientists_develop_new_way_to_create_stem_cells/
5001338,dailydose_news,61,NULL,NULL,/dailydose/2014/1/31/potential_treatment_found_for_peanut_allergy/
5001339,dailydose_news,61,NULL,NULL,/dailydose/2014/1/31/bad_childhood_breakfasts_linked_to_metabolic_syndrome/
5001340,dailydose_news,61,NULL,NULL,/dailydose/2014/2/3/more_links_found_between_sleep_deprivation_and_depression/
5001341,dailydose_news,61,NULL,NULL,/dailydose/2014/2/3/scientists_find_how_brain_recognizes_speech_sounds/
5001342,dailydose_news,61,NULL,NULL,/dailydose/2014/2/3/new_health_benefits_linked_to_hempseed_oil/
5001350,dailydose_news,61,heart-disease,heart-disease,/dailydose/2014/2/4/sugar_consumption_raises_heart_attack_risk/
5001351,dailydose_news,61,NULL,NULL,/dailydose/2014/2/4/scientists_develop_quick_method_for_detecting_staph_infections/
5001352,dailydose_news,61,diet-exercise,diet-exercise,/dailydose/2014/2/4/diet_sodas_could_lead_to_more_snacking/
5001353,dailydose_news,61,chronic-pain,chronic-pain,/dailydose/2014/2/5/sensitivity_to_pain_can_change_over_lifetime/
5001354,dailydose_news,61,NULL,NULL,/dailydose/2014/2/5/study_says_we_take_risks_because_we_can_t_stop_ourselves/
5001355,dailydose_news,61,breast-cancer,breast-cancer,/dailydose/2014/2/5/mammograms_recommended_every_two_years_not_annually/
5001356,dailydose_news,61,NULL,NULL,/dailydose/2014/2/6/brain_continually_rewrites_our_memories/
5001357,dailydose_news,61,NULL,NULL,/dailydose/2014/2/6/amputee_feels_with_bionic_hand/
5001358,dailydose_news,61,NULL,NULL,/dailydose/2014/2/6/omega_3_diet_gives_monkeys_better_brains/
5001359,dailydose_news,61,NULL,NULL,/dailydose/2014/2/7/women_have_more_stroke_risk_factors_than_men/
5001360,dailydose_news,61,NULL,NULL,/dailydose/2014/2/7/temporary_blindness_boosts_hearing/
5001361,dailydose_news,61,NULL,NULL,/dailydose/2014/2/7/new_treatment_for_ms_shows_promise/
5001362,dailydose_news,61,NULL,NULL,/dailydose/2014/2/10/daily_aspirin_could_lower_ovarian_cancer_risk/
5001363,dailydose_news,61,NULL,NULL,/dailydose/2014/2/10/shivering_as_good_as_exercise_for_producing_good_fat/
5001364,dailydose_news,61,NULL,NULL,/dailydose/2014/2/10/vitamin_c_injections_may_boost_chemotherapy/
5001372,dailydose_news,61,diet-exercise,diet-exercise,/dailydose/2014/2/11/scientists_say_fruit_juices_as_bad_as_sugary_drinks/
5001373,dailydose_news,61,breast-cancer,breast-cancer,/dailydose/2014/2/11/special_glasses_help_surgeons_see_cancer/
5001374,dailydose_news,61,NULL,NULL,/dailydose/2014/2/11/gamers_may_mimic_video_villains_in_real_life/
5001375,dailydose_news,61,obesity,obesity,/dailydose/2014/2/12/obesity_tied_to_brain_change_related_to_memory_emotions/
5001376,dailydose_news,61,NULL,NULL,/dailydose/2014/2/12/computer_chip_listens_to_bacteria/
5001377,dailydose_news,61,breast-cancer,breast-cancer,/dailydose/2014/2/12/study_finds_annual_mammograms_don_t_reduce_breast_cancer_deaths/
5001378,dailydose_news,61,heart-disease,heart-disease,/dailydose/2014/2/13/strokes_linked_to_changes_in_weather/
5001379,dailydose_news,61,alzheimers,alzheimers,/dailydose/2014/2/13/phone_that_sends_smells_could_help_treat_alzheimer_s/
5001380,dailydose_news,61,copd,copd,/dailydose/2014/2/13/doctors_missing_chances_to_diagnose_copd_early/
5001381,dailydose_news,61,NULL,NULL,/dailydose/2014/2/14/chronic_infections_linked_with_memory_problems/
5001382,dailydose_news,61,NULL,NULL,/dailydose/2014/2/14/study_says_ear_wax_could_provide_health_info/
5001383,dailydose_news,61,NULL,NULL,/dailydose/2014/2/14/giving_up_smoking_may_improve_mental_health/
5001384,dailydose_news,61,NULL,NULL,/dailydose/2014/2/17/current_behavior_affects_your_health_over_next_20_years/
5001385,dailydose_news,61,NULL,NULL,/dailydose/2014/2/17/scientists_find_clues_for_why_people_remember_dreams/
5001386,dailydose_news,61,NULL,NULL,/dailydose/2014/2/17/loneliness_a_big_health_risk_factor_for_older_adults/
5001394,dailydose_news,61,NULL,NULL,/dailydose/2014/2/18/cancer_monorails_may_help_kill_brain_tumors/
5001395,dailydose_news,61,copd,copd,/dailydose/2014/2/18/human_lungs_grown_in_lab_for_first_time/
5001396,dailydose_news,61,alzheimers,alzheimers,/dailydose/2014/2/18/football_helmets_may_do_little_to_prevent_concussions/
5001397,dailydose_news,61,depression,depression,/dailydose/2014/2/19/bullying_has_lingering_effect_on_mental_health/
5001398,dailydose_news,61,skin-cancer,skin-cancer,/dailydose/2014/2/19/scientists_slow_cancer_growth_by_starving_melanoma_cells/
5001399,dailydose_news,61,depression,depression,/dailydose/2014/2/19/biomarker_in_boys_could_help_predict_depression/
5001400,dailydose_news,61,NULL,NULL,/dailydose/2014/2/20/poor_sleep_tied_to_widespread_pain/
5001401,dailydose_news,61,NULL,NULL,/dailydose/2014/2/20/monkey_s_brain_used_to_move_another_monkey/
5001402,dailydose_news,61,NULL,NULL,/dailydose/2014/2/20/chemicals_in_food_packaging_may_be_harmful/
5001403,dailydose_news,61,NULL,NULL,/dailydose/2014/2/21/same_brain_area_in_humans_dogs_responds_to_voices/
5001404,dailydose_news,61,NULL,NULL,/dailydose/2014/2/21/dna_tests_may_predict_prostate_cancer_risk/
5001405,dailydose_news,61,NULL,NULL,/dailydose/2014/2/21/scientists_transform_skin_cells_into_heart_cells/
5001413,dailydose_news,61,depression,depression,/dailydose/2014/2/24/human_emotions_more_intense_under_bright_light/
5001414,dailydose_news,61,NULL,NULL,/dailydose/2014/2/24/brain_region_tied_to_social_memory_found/
5001415,dailydose_news,61,cold-flu,cold-flu,/dailydose/2014/2/24/five_california_children_infected_with_polio_like_virus/
5001416,dailydose_news,61,alzheimers,alzheimers,/dailydose/2014/2/25/eating_grilled_or_fried_meat_may_increase_dementia_risk/
5001417,dailydose_news,61,breast-cancer,breast-cancer,/dailydose/2014/2/25/scientists_detect_cancer_in_mice_with_simple_urine_test/
5001418,dailydose_news,61,heart-disease,heart-disease,/dailydose/2014/2/25/vegetarian_diets_linked_to_lower_blood_pressure/
5001419,dailydose_news,61,NULL,NULL,/dailydose/2014/2/26/obesity_down_in_preschoolers_up_in_older_women/
5001420,dailydose_news,61,NULL,NULL,/dailydose/2014/2/26/test_checks_waiting_room_patients_for_depression_anxiety/
5001421,dailydose_news,61,NULL,NULL,/dailydose/2014/2/26/virtual_arm_reduces_phantom_limb_pain/
5001422,dailydose_news,61,NULL,NULL,/dailydose/2014/2/27/c_section_birth_tied_to_later_obesity/
5001423,dailydose_news,61,NULL,NULL,/dailydose/2014/2/27/children_of_older_fathers_may_have_more_risk_of_psychiatric_problems/
5001424,dailydose_news,61,NULL,NULL,/dailydose/2014/2/27/secondhand_smoke_linked_to_miscarriage/
5001425,dailydose_news,61,NULL,NULL,/dailydose/2014/2/28/nutrition_labels_get_big_makeover/
5001426,dailydose_news,61,NULL,NULL,/dailydose/2014/2/28/stethoscopes_more_contaminated_than_doctors_hands/
5001427,dailydose_news,61,NULL,NULL,/dailydose/2014/2/28/obesity_and_birth_control_pills_may_increase_risk_of_ms/
5001428,dailydose_news,61,NULL,NULL,/dailydose/2014/3/3/researchers_use_laser_activated_drug_delivery_to_fight_cancer/
5001429,dailydose_news,61,NULL,NULL,/dailydose/2014/3/3/childhood_nightmares_could_foreshadow_mental_health_issues/
5001430,dailydose_news,61,NULL,NULL,/dailydose/2014/3/3/empathy_for_others_may_actually_cause_physical_pain/
5001438,dailydose_news,61,heart-disease,heart-disease,/dailydose/2014/3/4/angry_outbursts_raise_heart_attack_risk/
5001439,dailydose_news,61,heart-disease,heart-disease,/dailydose/2014/3/4/scientists_make_heart_jacket_on_3d_printer/
5001440,dailydose_news,61,obesity,obesity,/dailydose/2014/3/4/tvs_in_bedroom_may_boost_obesity_in_children/
5001441,dailydose_news,61,NULL,NULL,/dailydose/2014/3/5/high_meat_and_cheese_consumption_in_middle_age_ups_cancer_risk/
5001442,dailydose_news,61,NULL,NULL,/dailydose/2014/3/5/yoga_may_help_patients_during_breast_cancer_treatment/
5001443,dailydose_news,61,NULL,NULL,/dailydose/2014/3/5/sleep_apnea_raises_chances_of_developing_pneumonia/
5001444,dailydose_news,61,alzheimers,alzheimers,/dailydose/2014/3/6/study_says_alzheimer_s_death_toll_higher_than_reported/
5001445,dailydose_news,61,sleep-disorders,sleep-disorders,/dailydose/2014/3/6/people_with_insomnia_may_have_more_plastic_brains/
5001446,dailydose_news,61,anxiety,anxiety,/dailydose/2014/3/6/swiss_researchers_use_lsd_to_treat_anxiety/
5001447,dailydose_news,61,alzheimers,alzheimers,/dailydose/2014/3/7/drug_shows_promise_in_reversing_cognitive_decline/
5001448,dailydose_news,61,anxiety,anxiety,/dailydose/2014/3/7/researchers_find_how_marijuana_reduces_anxiety/
